rain_1d,rain_7d_sum,rain_7d_max,rain_30d_sum,rain_30d_mean,temp_7d_mean,rh_7d_mean,Latitude,Longitude,Sample Date
0.03,5.54,4.33,6.03,0.201,21.375714285714285,56.91714285714287,-28.760833,17.730278,2012-04-01
0.24,2.1900000000000004,1.1,9.4,0.31333333333333335,20.02142857142857,40.042857142857144,-28.760833,17.730278,2012-04-15
0.02,6.8,5.69,15.360000000000001,0.512,17.53142857142857,51.56285714285714,-28.760833,17.730278,2012-04-29
0.0,0.0,0.0,10.24,0.3413333333333333,22.051428571428573,32.81857142857143,-28.760833,17.730278,2012-05-13
0.09,0.65,0.56,2.82,0.094,13.110000000000001,49.589999999999996,-28.760833,17.730278,2012-05-27
0.59,1.8199999999999998,0.77,11.24,0.37466666666666665,12.76,72.04142857142857,-28.760833,17.730278,2012-06-24
2.67,4.23,2.67,11.0,0.36666666666666664,10.87142857142857,66.95,-28.760833,17.730278,2012-07-08
0.0,4.14,2.67,6.61,0.22033333333333335,10.834285714285715,63.297142857142866,-28.760833,17.730278,2012-07-11
0.22,0.25,0.22,6.239999999999999,0.208,12.29142857142857,51.09857142857142,-28.760833,17.730278,2012-08-05
0.0,22.13,13.59,26.95,0.8983333333333333,10.280000000000001,65.72285714285714,-28.760833,17.730278,2012-08-18
0.23,1.74,1.31,27.07,0.9023333333333333,12.682857142857143,62.96428571428572,-28.760833,17.730278,2012-09-02
0.0,9.95,9.54,26.33,0.8776666666666666,16.755714285714287,45.20857142857143,-28.760833,17.730278,2013-04-24
0.0,1.4400000000000002,1.23,21.490000000000002,0.7163333333333334,12.015714285714287,58.801428571428566,-28.760833,17.730278,2013-06-28
0.26,4.6499999999999995,3.4,11.290000000000001,0.37633333333333335,10.815714285714284,64.75714285714285,-28.760833,17.730278,2013-08-13
0.48,3.04,1.26,17.200000000000003,0.5733333333333335,12.095714285714289,58.62428571428571,-28.760833,17.730278,2013-08-28
0.23,1.83,0.88,20.200000000000003,0.6733333333333335,12.19714285714286,63.24,-28.760833,17.730278,2013-09-17
0.0,1.83,0.88,20.19,0.673,12.875714285714286,63.84142857142858,-28.760833,17.730278,2013-09-18
0.0,11.86,6.51,30.63,1.021,13.144285714285715,59.60142857142857,-28.760833,17.730278,2013-09-23
0.0,0.32,0.18,3.96,0.132,16.705714285714286,53.66142857142857,-28.760833,17.730278,2013-10-23
0.0,0.0,0.0,7.99,0.26633333333333337,21.30714285714286,42.85285714285714,-28.760833,17.730278,2013-11-11
0.0,0.45,0.45,9.68,0.32266666666666666,23.34714285714286,42.36571428571428,-28.760833,17.730278,2013-12-05
0.0,0.0,0.0,8.2,0.2733333333333333,26.142857142857142,37.40714285714286,-28.760833,17.730278,2014-01-21
0.0,0.4,0.38,4.92,0.164,24.364285714285717,53.02142857142858,-28.760833,17.730278,2014-02-05
0.04,0.13,0.08,12.079999999999998,0.4026666666666666,21.505714285714284,53.54428571428572,-28.760833,17.730278,2014-04-24
0.25,2.37,1.63,6.79,0.22633333333333333,20.27285714285714,59.17714285714286,-28.760833,17.730278,2015-02-10
0.03,2.6899999999999995,2.65,7.290000000000001,0.24300000000000002,17.419999999999998,36.542857142857144,-28.760833,17.730278,2015-04-21
0.04,0.16,0.08,5.4399999999999995,0.18133333333333332,18.197142857142858,49.48428571428571,-28.760833,17.730278,2015-04-29
14.51,17.88,14.51,19.59,0.653,12.372857142857143,69.03714285714287,-28.760833,17.730278,2015-06-04
0.02,2.02,1.51,16.21,0.5403333333333333,13.647142857142857,55.42000000000001,-28.760833,17.730278,2015-08-18
3.83,6.1899999999999995,3.83,9.99,0.333,17.81714285714286,52.48571428571429,-28.760833,17.730278,2015-10-20
0.0,1.12,1.07,11.049999999999999,0.3683333333333333,24.497142857142855,40.02285714285715,-28.760833,17.730278,2015-10-28
4.2,49.31,21.69,266.47999999999996,8.882666666666665,20.548571428571424,74.40857142857143,-26.861111,28.884722,2011-01-03
0.11,6.300000000000001,3.53,136.57,4.552333333333333,19.22714285714286,73.03,-26.861111,28.884722,2011-01-17
0.73,20.09,7.84,111.82000000000001,3.7273333333333336,19.732857142857142,73.00428571428571,-26.861111,28.884722,2011-01-31
0.42,7.72,2.2,66.88000000000001,2.229333333333334,21.501428571428573,65.81714285714285,-26.861111,28.884722,2011-02-14
1.83,6.97,2.34,52.889999999999986,1.7629999999999995,19.97714285714286,66.5257142857143,-26.861111,28.884722,2011-02-21
3.29,7.3,3.35,26.040000000000003,0.8680000000000001,22.209999999999997,52.96142857142858,-26.861111,28.884722,2011-03-14
0.39,30.930000000000003,9.69,56.779999999999994,1.8926666666666665,19.59857142857143,75.52285714285715,-26.861111,28.884722,2011-03-22
0.05,5.169999999999999,1.98,69.69,2.323,15.714285714285717,71.51428571428572,-26.861111,28.884722,2011-04-11
0.34,8.879999999999999,4.97,57.95,1.9316666666666669,14.62142857142857,75.30714285714285,-26.861111,28.884722,2011-04-25
0.05,2.4299999999999997,1.64,45.98,1.5326666666666666,13.995714285714284,71.61428571428571,-26.861111,28.884722,2011-05-09
0.11,2.3899999999999997,0.94,41.11999999999999,1.3706666666666663,12.991428571428573,68.32428571428571,-26.861111,28.884722,2011-05-16
0.0,0.1,0.1,9.09,0.303,9.138571428571428,60.08,-26.861111,28.884722,2011-05-30
0.0,11.77,10.28,13.82,0.46066666666666667,8.437142857142858,72.34857142857143,-26.861111,28.884722,2011-06-14
0.0,0.0,0.0,11.809999999999999,0.3936666666666666,5.755714285714285,62.00857142857143,-26.861111,28.884722,2011-06-27
0.0,0.0,0.0,0.45,0.015000000000000001,6.3585714285714285,64.82142857142857,-26.861111,28.884722,2011-07-18
0.0,0.0,0.0,0.45,0.015000000000000001,8.954285714285714,41.79285714285714,-26.861111,28.884722,2011-07-25
0.13,0.41000000000000003,0.28,13.77,0.45899999999999996,8.264285714285714,54.89714285714285,-26.861111,28.884722,2011-08-08
0.0,14.77,14.54,31.39,1.0463333333333333,8.360000000000001,61.52428571428572,-26.861111,28.884722,2011-08-22
0.0,0.0,0.0,18.21,0.607,14.395714285714286,42.53142857142857,-26.861111,28.884722,2011-09-05
0.0,1.3,1.04,1.4700000000000002,0.04900000000000001,16.244285714285713,38.401428571428575,-26.861111,28.884722,2011-09-19
15.97,29.130000000000003,15.97,31.42,1.0473333333333334,18.300000000000004,52.28857142857142,-26.861111,28.884722,2011-10-03
0.07,0.54,0.22,34.190000000000005,1.1396666666666668,18.875714285714285,41.27571428571429,-26.861111,28.884722,2011-10-17
7.38,26.05,12.23,58.910000000000004,1.963666666666667,21.667142857142856,44.06285714285713,-26.861111,28.884722,2011-10-31
1.15,8.42,5.96,46.16,1.5386666666666666,21.677142857142858,47.73428571428571,-26.861111,28.884722,2011-11-21
0.3,19.259999999999998,6.56,58.98,1.966,19.017142857142858,57.24857142857144,-26.861111,28.884722,2011-11-28
2.44,30.01,22.49,63.720000000000006,2.124,20.674285714285713,60.449999999999996,-26.861111,28.884722,2011-12-12
0.22,41.64999999999999,17.38,129.93,4.331,20.202857142857145,70.12857142857142,-26.861111,28.884722,2012-01-03
1.56,26.12,13.12,102.12000000000002,3.404000000000001,20.564285714285713,67.22142857142856,-26.861111,28.884722,2012-01-30
1.05,6.1499999999999995,2.28,44.11,1.4703333333333333,22.131428571428568,61.811428571428564,-26.861111,28.884722,2012-02-27
0.01,0.25,0.08,41.22999999999999,1.374333333333333,21.145714285714288,50.02714285714286,-26.861111,28.884722,2012-03-05
0.0,7.75,3.73,41.41,1.3803333333333332,18.43142857142857,63.951428571428565,-26.861111,28.884722,2012-03-19
0.01,0.93,0.53,53.339999999999996,1.7779999999999998,15.138571428571428,56.11,-26.861111,28.884722,2012-04-10
0.02,0.06,0.04,41.160000000000004,1.372,13.348571428571429,54.762857142857136,-26.861111,28.884722,2012-04-17
0.0,1.3000000000000003,0.84,14.679999999999998,0.4893333333333333,15.997142857142856,57.54428571428572,-26.861111,28.884722,2012-05-02
0.01,0.24,0.09,13.95,0.46499999999999997,16.164285714285718,49.37142857142857,-26.861111,28.884722,2012-05-14
0.06,0.06999999999999999,0.06,0.6799999999999999,0.022666666666666665,10.994285714285715,50.29285714285715,-26.861111,28.884722,2012-05-28
0.0,0.08,0.06,0.47000000000000003,0.01566666666666667,7.868571428571429,51.90428571428571,-26.861111,28.884722,2012-06-11
0.0,0.08,0.07,0.32,0.010666666666666666,7.922857142857142,49.68428571428571,-26.861111,28.884722,2012-06-18
0.0,5.33,4.33,5.64,0.188,9.18142857142857,70.98,-26.861111,28.884722,2012-06-26
0.0,0.21,0.18,5.62,0.18733333333333332,10.352857142857143,48.22857142857142,-26.861111,28.884722,2012-07-10
0.0,0.51,0.22,6.05,0.20166666666666666,7.515714285714286,57.31571428571427,-26.861111,28.884722,2012-07-18
0.0,0.77,0.77,1.6099999999999999,0.05366666666666666,8.512857142857143,43.26571428571428,-26.861111,28.884722,2012-07-24
0.0,0.3,0.3,1.79,0.059666666666666666,8.55857142857143,35.13142857142857,-26.861111,28.884722,2012-07-31
0.75,1.87,0.76,3.45,0.115,9.08,41.36,-26.861111,28.884722,2012-08-08
0.0,0.33999999999999997,0.31,99.51000000000002,3.3170000000000006,14.667142857142858,49.145714285714284,-26.861111,28.884722,2012-10-01
5.53,22.22,9.28,56.53,1.8843333333333334,18.494285714285713,64.30999999999999,-26.861111,28.884722,2012-10-22
5.21,5.72,5.21,83.28,2.7760000000000002,17.958571428571425,54.877142857142864,-26.861111,28.884722,2012-11-08
0.11,13.25,5.21,63.849999999999994,2.128333333333333,19.568571428571428,59.675714285714285,-26.861111,28.884722,2012-11-12
0.2,14.969999999999999,3.77,63.7,2.1233333333333335,21.145714285714288,63.64999999999999,-26.861111,28.884722,2012-11-20
0.44,24.800000000000004,8.84,58.089999999999996,1.9363333333333332,19.591428571428573,58.795714285714276,-26.861111,28.884722,2012-11-27
2.66,17.43,6.03,72.19,2.4063333333333334,18.822857142857142,64.2,-26.861111,28.884722,2012-12-04
13.13,32.55,13.13,91.57,3.052333333333333,20.157142857142862,63.46999999999999,-26.861111,28.884722,2012-12-11
1.64,21.01,8.2,103.30000000000001,3.443333333333334,19.264285714285712,71.33142857142857,-26.861111,28.884722,2012-12-19
1.2,12.639999999999999,6.99,98.78,3.292666666666667,21.587142857142858,63.5657142857143,-26.861111,28.884722,2013-01-08
1.72,18.429999999999996,8.12,77.26,2.5753333333333335,21.54285714285714,63.83285714285715,-26.861111,28.884722,2013-01-17
0.22,34.480000000000004,13.01,93.55,3.118333333333333,20.31714285714286,72.1557142857143,-26.861111,28.884722,2013-01-22
11.11,22.81,11.11,88.98999999999998,2.9663333333333326,22.72,59.30142857142857,-26.861111,28.884722,2013-01-29
4.43,12.8,4.43,87.91999999999999,2.9306666666666663,21.554285714285715,62.318571428571424,-26.861111,28.884722,2013-02-05
4.32,14.21,4.32,84.58000000000001,2.8193333333333337,21.115714285714287,64.85285714285713,-26.861111,28.884722,2013-02-12
0.68,2.9800000000000004,0.68,56.209999999999994,1.8736666666666664,21.93,51.55714285714286,-26.861111,28.884722,2013-02-26
0.08,13.579999999999998,5.9,43.7,1.4566666666666668,21.377142857142854,61.175714285714285,-26.861111,28.884722,2013-03-05
0.58,8.690000000000001,4.69,38.11,1.2703333333333333,20.921428571428574,60.45571428571428,-26.861111,28.884722,2013-03-12
0.01,5.949999999999999,1.8,31.79,1.0596666666666665,18.785714285714285,62.84428571428572,-26.861111,28.884722,2013-03-19
9.7,21.79,9.7,51.22,1.7073333333333334,20.654285714285717,56.56857142857143,-26.861111,28.884722,2013-03-26
2.07,9.38,3.42,52.809999999999995,1.760333333333333,18.77285714285714,69.9057142857143,-26.861111,28.884722,2013-04-03
0.48,4.710000000000001,4.07,68.85,2.295,14.875714285714285,54.26857142857143,-26.861111,28.884722,2013-04-11
0.01,7.58,3.2,70.01,2.333666666666667,15.56,65.46142857142857,-26.861111,28.884722,2013-04-16
0.01,0.01,0.01,75.11999999999999,2.5039999999999996,14.075714285714286,60.19714285714286,-26.861111,28.884722,2013-04-30
0.0,0.12,0.1,47.94,1.5979999999999999,12.01142857142857,56.45714285714286,-26.861111,28.884722,2013-05-07
0.0,11.84,7.74,52.61000000000001,1.753666666666667,11.072857142857144,61.784285714285716,-26.861111,28.884722,2013-05-14
0.04,4.61,3.72,16.58,0.5526666666666666,11.254285714285714,66.98142857142857,-26.861111,28.884722,2013-05-22
0.0,0.060000000000000005,0.04,16.6,0.5533333333333333,12.524285714285712,54.137142857142855,-26.861111,28.884722,2013-05-28
0.0,0.0,0.0,16.48,0.5493333333333333,11.387142857142857,58.68,-26.861111,28.884722,2013-06-04
0.0,0.24,0.24,5.11,0.17033333333333334,8.557142857142859,54.41714285714285,-26.861111,28.884722,2013-06-11
0.0,0.14,0.14,0.44,0.014666666666666666,7.539999999999999,58.935714285714276,-26.861111,28.884722,2013-06-19
0.0,0.02,0.02,0.4,0.013333333333333334,8.425714285714285,59.684285714285714,-26.861111,28.884722,2013-06-25
0.0,1.52,1.52,1.92,0.064,9.445714285714287,52.954285714285696,-26.861111,28.884722,2013-07-02
0.01,0.05,0.02,1.82,0.06066666666666667,9.711428571428572,62.04714285714285,-26.861111,28.884722,2013-07-16
0.0,0.02,0.01,1.6800000000000002,0.05600000000000001,8.958571428571428,59.58857142857143,-26.861111,28.884722,2013-07-24
0.04,4.09,1.68,6.959999999999999,0.23199999999999996,17.31714285714286,43.244285714285716,-26.861111,28.884722,2013-09-27
13.33,13.790000000000001,13.33,23.14,0.7713333333333333,18.321428571428573,38.35000000000001,-26.861111,28.884722,2013-10-08
0.0,14.56,13.33,23.13,0.771,19.631428571428575,47.847142857142856,-26.861111,28.884722,2013-10-13
1.19,1.99,1.19,22.279999999999998,0.7426666666666666,18.562857142857144,44.387142857142855,-26.861111,28.884722,2013-10-15
2.65,42.79,18.42,62.7,2.0900000000000003,16.87285714285714,61.75428571428572,-26.861111,28.884722,2013-10-23
0.0,16.19,7.46,98.95000000000002,3.298333333333334,17.557142857142857,58.271428571428565,-26.861111,28.884722,2013-11-05
1.58,1.6400000000000001,1.58,86.03000000000002,2.867666666666667,20.407142857142855,46.15285714285715,-26.861111,28.884722,2013-11-11
0.24,22.79,11.54,96.87999999999998,3.2293333333333325,22.175714285714285,52.944285714285705,-26.861111,28.884722,2013-11-19
4.15,50.419999999999995,15.65,113.93000000000002,3.797666666666667,19.07857142857143,70.71571428571428,-26.861111,28.884722,2013-11-27
2.29,3.35,2.29,111.91999999999999,3.730666666666666,21.30857142857143,65.09285714285714,-26.861111,28.884722,2014-01-07
1.39,15.680000000000001,7.36,86.65,2.8883333333333336,21.714285714285715,64.47285714285714,-26.861111,28.884722,2014-01-14
11.94,49.449999999999996,12.07,119.13999999999999,3.971333333333333,20.62714285714286,70.77285714285713,-26.861111,28.884722,2014-02-25
23.1,31.550000000000004,23.1,114.28,3.8093333333333335,18.787142857142857,71.95857142857143,-26.861111,28.884722,2014-03-04
7.85,92.88999999999999,47.61,175.88,5.862666666666667,18.384285714285713,83.74000000000001,-26.861111,28.884722,2014-03-11
1.53,17.610000000000003,11.08,191.53999999999996,6.384666666666665,17.40714285714286,79.47142857142858,-26.861111,28.884722,2014-03-18
0.04,3.39,1.59,167.76000000000002,5.5920000000000005,18.36285714285714,73.67999999999999,-26.861111,28.884722,2014-03-25
0.0,5.32,3.61,48.34999999999998,1.611666666666666,15.338571428571429,65.22,-26.861111,28.884722,2014-04-08
0.08,0.97,0.56,19.789999999999992,0.6596666666666664,14.444285714285714,70.18428571428572,-26.861111,28.884722,2014-04-15
0.0,1.33,1.07,13.459999999999999,0.44866666666666666,11.885714285714284,56.00571428571429,-26.861111,28.884722,2014-04-30
0.0,0.0,0.0,6.45,0.215,12.018571428571429,57.79714285714285,-26.861111,28.884722,2014-05-14
0.0,0.43,0.42,2.6399999999999997,0.088,11.442857142857141,56.721428571428575,-26.861111,28.884722,2014-05-20
0.0,0.63,0.28,0.7000000000000001,0.023333333333333334,10.174285714285714,57.35285714285715,-26.861111,28.884722,2014-07-01
0.0,0.0,0.0,0.7000000000000001,0.023333333333333334,8.828571428571427,47.76571428571429,-26.861111,28.884722,2014-07-08
0.0,0.0,0.0,0.68,0.02266666666666667,4.894285714285714,44.58285714285715,-26.861111,28.884722,2014-07-15
0.0,0.01,0.01,0.01,0.0003333333333333333,9.235714285714284,46.040000000000006,-26.861111,28.884722,2014-07-30
0.0,0.0,0.0,0.01,0.0003333333333333333,10.23857142857143,45.17285714285714,-26.861111,28.884722,2014-08-05
0.22,1.33,0.83,1.34,0.04466666666666667,12.68142857142857,52.83571428571428,-26.861111,28.884722,2014-08-12
0.0,25.130000000000003,16.8,26.47,0.8823333333333333,13.257142857142856,61.17714285714286,-26.861111,28.884722,2014-08-19
0.0,2.4299999999999997,2.42,28.9,0.9633333333333333,10.607142857142858,49.377142857142864,-26.861111,28.884722,2014-08-26
0.0,0.0,0.0,28.89,0.963,9.474285714285715,41.248571428571424,-26.861111,28.884722,2014-09-02
0.0,0.0,0.0,4.93,0.16433333333333333,19.12142857142857,31.867142857142856,-26.861111,28.884722,2014-09-16
0.0,2.8,2.77,2.8,0.09333333333333332,16.951428571428572,41.379999999999995,-26.861111,28.884722,2014-09-25
0.4,7.42,4.3,10.219999999999999,0.3406666666666666,19.05,43.21857142857142,-26.861111,28.884722,2014-10-01
0.0,1.11,0.7,11.34,0.378,16.568571428571428,42.99428571428571,-26.861111,28.884722,2014-10-09
0.0,10.49,6.47,21.830000000000002,0.7276666666666667,19.795714285714286,44.99285714285714,-26.861111,28.884722,2014-10-14
2.13,3.6,2.13,22.699999999999996,0.7566666666666665,17.194285714285716,45.08,-26.861111,28.884722,2014-10-22
0.05,37.559999999999995,17.4,55.669999999999995,1.8556666666666666,18.97,59.11000000000001,-26.861111,28.884722,2014-10-29
8.45,16.63,8.45,68.28999999999999,2.276333333333333,19.88,63.455714285714286,-26.861111,28.884722,2014-11-04
14.35,23.549999999999997,14.35,83.63999999999999,2.7879999999999994,19.018571428571427,62.08142857142856,-26.861111,28.884722,2014-11-12
0.16,6.029999999999999,1.83,96.97,3.2323333333333335,16.798571428571428,55.79000000000001,-26.861111,28.884722,2014-11-20
7.86,37.56,10.79,94.88999999999999,3.1629999999999994,19.73428571428571,60.55,-26.861111,28.884722,2014-11-27
0.09,27.99,9.06,98.34,3.278,19.318571428571428,65.88428571428571,-26.861111,28.884722,2014-12-02
4.0,19.3,7.22,100.91000000000001,3.363666666666667,20.944285714285712,58.69714285714286,-26.861111,28.884722,2014-12-09
1.9,36.41,14.61,114.29,3.8096666666666668,19.177142857142858,71.67571428571428,-26.861111,28.884722,2014-12-18
1.3,28.789999999999996,14.61,118.54,3.9513333333333334,20.24857142857143,65.42571428571429,-26.861111,28.884722,2014-12-23
4.01,18.0,11.78,79.96,2.6653333333333333,23.0,57.45142857142857,-26.861111,28.884722,2015-01-27
0.44,2.98,1.22,59.37999999999999,1.979333333333333,21.69142857142857,45.41857142857142,-26.861111,28.884722,2015-02-10
2.56,7.9,2.71,58.19,1.9396666666666667,23.164285714285718,52.117142857142866,-26.861111,28.884722,2015-02-17
0.6,2.27,1.07,57.11,1.9036666666666666,22.092857142857145,53.261428571428574,-26.861111,28.884722,2015-02-24
0.16,8.71,6.46,31.24,1.0413333333333332,19.580000000000002,56.94,-26.861111,28.884722,2015-03-10
0.09,17.459999999999997,11.62,44.95,1.4983333333333335,20.67285714285714,59.605714285714285,-26.861111,28.884722,2015-03-17
0.15,24.769999999999996,13.8,63.22,2.1073333333333335,19.204285714285714,71.02571428571427,-26.861111,28.884722,2015-03-25
0.14,1.5700000000000003,0.45,53.99,1.7996666666666667,18.400000000000002,62.59428571428571,-26.861111,28.884722,2015-04-01
1.41,1.9899999999999998,1.41,46.39,1.5463333333333333,18.22,61.20857142857142,-26.861111,28.884722,2015-04-08
0.0,7.9,4.7,37.82,1.2606666666666666,16.134285714285713,63.564285714285724,-26.861111,28.884722,2015-04-14
0.0,11.440000000000001,7.16,23.700000000000003,0.7900000000000001,16.24857142857143,62.314285714285724,-26.861111,28.884722,2015-04-29
0.1,0.92,0.4,15.949999999999998,0.5316666666666666,13.959999999999999,57.910000000000004,-26.861111,28.884722,2015-05-13
0.0,0.0,0.0,0.9400000000000002,0.03133333333333334,14.141428571428573,47.03142857142857,-26.861111,28.884722,2015-05-26
0.0,0.62,0.5,1.29,0.043000000000000003,7.9957142857142856,59.37714285714286,-26.861111,28.884722,2015-06-09
0.0,0.6,0.3,3.04,0.10133333333333333,9.391428571428573,57.285714285714285,-26.861111,28.884722,2015-06-30
0.0,0.39,0.3,2.8099999999999996,0.09366666666666665,10.162857142857144,46.78142857142858,-26.861111,28.884722,2015-07-07
0.0,0.01,0.01,15.18,0.506,7.214285714285714,46.69857142857143,-26.861111,28.884722,2015-08-04
0.0,16.14,16.11,30.119999999999997,1.004,12.817142857142857,42.4,-26.861111,28.884722,2015-08-18
0.0,0.0,0.0,17.040000000000003,0.5680000000000001,18.66714285714286,38.955714285714286,-26.861111,28.884722,2015-09-01
0.04,1.0699999999999998,0.29,10.03,0.3343333333333333,16.212857142857143,51.99999999999999,-26.861111,28.884722,2015-09-15
0.0,2.22,2.04,16.08,0.5359999999999999,21.02142857142857,42.72285714285715,-26.861111,28.884722,2015-09-29
0.0,1.11,0.97,8.23,0.2743333333333334,24.360000000000003,29.680000000000003,-26.861111,28.884722,2015-10-13
0.0,45.98,19.13,62.709999999999994,2.090333333333333,18.541428571428572,54.24142857142857,-26.861111,28.884722,2015-11-24
0.04,23.18,20.67,83.49000000000002,2.783000000000001,23.701428571428576,54.26142857142857,-26.861111,28.884722,2015-12-08
0.03,25.59,21.04,72.07000000000001,2.4023333333333334,24.132857142857144,52.56571428571429,-26.861111,28.884722,2015-12-23
3.26,38.19,15.83,218.95000000000005,7.298333333333335,21.03857142857143,71.54142857142857,-26.45,28.085833,2011-01-03
1.64,53.089999999999996,26.73,236.31,7.877,18.439999999999998,78.99571428571429,-26.45,28.085833,2011-01-10
3.09,12.059999999999999,3.09,82.53000000000002,2.7510000000000003,22.348571428571432,61.517142857142865,-26.45,28.085833,2011-02-14
0.34,10.89,4.26,69.48000000000002,2.3160000000000007,20.71857142857143,64.51571428571428,-26.45,28.085833,2011-02-21
3.0,5.8,3.0,38.81999999999999,1.2939999999999998,22.442857142857143,47.83999999999999,-26.45,28.085833,2011-03-14
1.82,36.550000000000004,10.46,68.63,2.2876666666666665,19.834285714285716,74.23857142857142,-26.45,28.085833,2011-03-22
0.01,4.9799999999999995,2.4,71.75,2.3916666666666666,16.869999999999997,67.64857142857143,-26.45,28.085833,2011-04-11
0.71,9.48,4.5,51.79,1.7263333333333333,14.93857142857143,74.75857142857144,-26.45,28.085833,2011-04-25
0.12,9.319999999999999,5.58,50.010000000000005,1.6670000000000003,13.271428571428572,66.83142857142857,-26.45,28.085833,2011-05-03
0.0,0.8400000000000001,0.55,21.16,0.7053333333333334,12.928571428571429,55.712857142857146,-26.45,28.085833,2011-05-23
0.0,0.26,0.26,9.17,0.30566666666666664,9.747142857142856,54.557142857142864,-26.45,28.085833,2011-05-30
0.0,18.03,16.93,19.26,0.642,8.968571428571428,69.57428571428572,-26.45,28.085833,2011-06-14
0.0,0.0,0.0,18.11,0.6036666666666667,6.589999999999999,58.41285714285714,-26.45,28.085833,2011-06-27
0.01,0.30000000000000004,0.27,0.30000000000000004,0.010000000000000002,6.088571428571428,66.94142857142857,-26.45,28.085833,2011-07-11
0.0,4.740000000000001,4.44,5.040000000000001,0.16800000000000004,6.661428571428572,63.81285714285715,-26.45,28.085833,2011-08-01
0.04,0.04,0.04,4.790000000000001,0.1596666666666667,8.968571428571428,48.96142857142858,-26.45,28.085833,2011-08-08
0.0,9.079999999999998,9.03,14.239999999999997,0.47466666666666657,8.961428571428572,56.91571428571428,-26.45,28.085833,2011-08-22
